org_name,org_alt_name,ein_num,bio,city,state,assets,income,mission_statement,facebook_link,twitter_link,youtube_link,instagram_link,linkedin_link,twitter_handle
Granary Foundation,,47-0804412,"['social justice, micro enterprise, rural development, sustainable agriculture, family farm, wind, <em>climate change,</em> hispanic, policy, constituency, health, education, community development,, Community and economic development, Non-governmental organizations, Supporting organizations (general), Supporting organizations (general): Type 1, Public charities']",Lyons,NE,8137025.0,396678.0,"The Granary Foundation was created by the Center for Rural Affairs to serve the financial needs of the Center. It is a ""support corporation,"" with the sole purpose of benefiting the Center for Rural Affairs. Its board of directors has fiduciary responsibility for the Granary Endowment Fund.The Granary Foundation endows funding to create and maintain strong and vibrant rural towns and entrepreneurs and family farms for future generations.",,,,,,
Create Plenty,Families for Climate,47-0960701,"['everything that we do. We engage young people in learning about <em>climate change,</em> environmental justice and activism in age-appropriate ways, inspiring hope through community action.  Current youth engagement initiatives include- High School Environmental Leadership Program- <em>Climate</em> Defender Kids Program - ‘Talking with Kids About <em>Climate Change’</em> series (in partnership with Multnomah County Library)- Child-centered', ', Environmental justice, <em>Climate change,</em> Environmental education, Public affairs, Democracy, Civic participation, Human services, Family services, Parent education, Age groups, Children and youth, Adults, Family relationships, Families, Non-governmental organizations, Public charities We']",Portland,OR,0.0,0.0,"[Create Plenty / Inchmeal Inc is the parent organization to Families for Climat]
Families for Climate mobilizes parents, kids, and families to take action for climate justice and a livable planet. We build collective power, knowledge and hope as we unite towards a vibrant future for all.﻿",https://facebook.com/familiesforclimate,https://twitter.com/famsforclimate,,https://instagram.com/familiesforclimate,,famsforclimate
Clean Water Legacy,Fiscal Sponsor for Black Hills Clean Water Alliance,47-0982430,"['  Mining Issues, Advocacy, Leadership Development, Research, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Water resources, Land resources, Biodiversity, Wildlife biodiversity, Endangered species protection, Environmental education, Ethnic and racial groups, People of European descent']",Rapid City,SD,70384.0,195361.0,Clean Water Legacy is established for the purpose of ensuring that future generations in western South Dakota and in Lakota Treaty Territory under the Fort Laramie Treaty of 1868 receive a legacy of pure surface and ground water.,https://facebook.com/@bhcleanwateralliance,https://twitter.com/@bhcleanwater,https://youtube.com/@bhcleanwateralliance,https://instagram.com/@bhcleanwateralliance,,
Planet Indonesia,,47-0988119,"[' conservation, poverty reduction, <em>climate-change</em> mitigation, women empowerment, indigenous communities, Environment, Biodiversity, Wildlife biodiversity, Forest preservation, Community and economic development, Ethnic and racial groups, Indigenous', 'unlock the potential of ecosystems to support equitable social-ecological trajectories for rural communities.  The four pillars of the Planet Indonesia Core Model are designed to bring the positive <em>change</em> needed to the social-ecological system by reducing threats to biodiversity, improving economic opportunity, and access to basic services for local communities living within valuable biodiverse ecosystems']",St Louis,MO,465304.0,968533.0,"We conserve at-risk ecosystems through village-led partnerships. Planet Indonesia provides an innovative solution that holistically empowers rural communities living in tandem with the world's most biologically diverse ecosystems.
We engage locally-led solutions utilizing a human-rights based approach to nature conservation and sustainable development. By reducing socio-economic inequalities and removing barriers our approach catalyzes community-led conservation while improving human well-being.",https://facebook.com/planetindonesia1,,https://youtube.com/planetindonesia,https://instagram.com/planetindonesia,https://linkedin.com/company/planetindonesia,
"Epic Foundation, Inc.",,47-1191096,"[' Education, Education services, Early childhood education, Environment, Environmental justice, <em>Climate change,</em> Philanthropy, Sports and recreation, International relations, Age groups, Children and youth, Social and economic status, Economically disadvantaged', ""bridge the gap between nonprofits forging solutions to today's pressing challenges, and individuals and businesses who want to drive positive <em>change.</em> Education""]",New York City,NY,538971.0,948443.0,"Epic is a global foundation that exists to empower and protect children, youth and our planet. We bridge the gap between nonprofits forging solutions to today's pressing challenges, and individuals and businesses who want to drive positive change.",,,,,,
Climate Change Outreach,,47-1241495,[],Waltham,MA,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
SERES Global,,47-1287984,"['Salvador. By providing them with tools, skills, and support services we inspire active engagement to improve health and education, reduce inequality, and spur economic growth all while tackling <em>climate change</em> and working to preserve our forests. We are a movement of leaders who drive sustainability and democracy, who are involved in decision making, addressing social challenges, and creating new solutions', ' youth, leadership, sustainability, <em>climate change,</em> adaptation, mitigation, resilience, youth development, Community and economic development, Human services, Youth development, Youth organizing, Civics for youth, Age groups, Children and youth,']",Spokane Valley,WA,243538.0,125167.0,"Our mission is to cultivate and catalyze youth leaders to build more just and sustainable communities in Guatemala and El Salvador. By providing them with tools, skills, and support services we inspire active engagement to improve health and education, reduce inequality, and spur economic growth all while tackling climate change and working to preserve our forests. We are a movement of leaders who drive sustainability and democracy, who are involved in decision making, addressing social challenges, and creating new solutions.
Our 3 strategic objectives:
1) Advancing innovative forms of education and learning for sustainable development 2) Supporting local youth-led projects 3) Strengthening social entrepreneurship projects and initiatives that contribute to community sustainability",https://facebook.com/https://www.facebook.com/seresproject,,,https://instagram.com/@SERESGlobal,https://linkedin.com/company/https://www.linkedin.com/in/asociación-seres-825096162/,
Whitebark Institute of Interdisciplinary Environmental SC,,47-1310886,"[' Environment, <em>Climate change,</em> Natural resources, Biodiversity, Forest preservation, Community and economic development, Community improvement, Age groups, Children and youth, Adults, Ethnic and racial groups, People of Latin American descent, Indigenous peoples, Social and']",Mammoth Lakes,CA,562592.0,1787396.0,"To take action, cultivate partnerships, and empower communities to create and sustain resilient landscapes for future generations.",https://facebook.com/whitebarkinstitute,,,https://instagram.com/whitebarkinstitute,https://linkedin.com/company/Whitebark Institute,
Common Roots Farm,,47-1590387,"[' urban farming, developmental disabilities, volunteering, vocational skills, ecological stewardship, <em>climate</em> solutions, Environment, Agriculture, fishing and forestry, Human services, Special population support, Age groups, Adults, Young adults, Social and economic status, Economically disadvantaged people']",Santa Cruz,CA,1126179.0,482799.0,"Common Roots Farm is an urban, organic farm where people with disabilities join with others to grow healthy food, beautiful flowers, and build relationships that sustain everyone. Our farm provides a meaningful place for people with and without disabilities to build relationships through farm work, volunteerism and social events.",https://facebook.com/https://www.facebook.com/commonrootsfarm,,,https://instagram.com/@commonrootsfarmca,,
Energy Allies,,47-1608923,"[' clean energy, energy justice, <em>climate change,</em> community organizing, policy, sustainability, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Energy resources, Community and economic development, Economic development, Social and economic status, Economically disadvantaged']",Cambridge,MA,357923.0,886118.0,"Energy Allies is a nonprofit that empowers traditionally excluded communities towards a just and inclusive clean energy transition through community-led solar projects, clean energy education, research and innovation, and policy solutions.",https://facebook.com/Energy4Justice,,,https://instagram.com/Energy4Justice,https://linkedin.com/company/Energy4Justice,
